Archived path,Archived bytes,Current path exists,Classification,Reason
COMPLETION_REPORT.md,1566,True,REVIEW_REQUIRED,Different file requires manual classification.
docs/codex/08_FILE_COMPLETION_LOG.md,1972878,True,DOC_REVIEW_REQUIRED,Documentation differs; review before porting claims.
docs/codex/15_UI_UX_REFERENCE.md,14844,True,DOC_REVIEW_REQUIRED,Documentation differs; review before porting claims.
docs/final-documents/LEVEL_UP_CONTENT_OPERATIONS_POLICY.md,2558,True,DOC_REVIEW_REQUIRED,Documentation differs; review before porting claims.
package.json,9842,True,CODE_REVIEW_REQUIRED,Code/config differs; compare with current tested implementation before porting.
pnpm-lock.yaml,679922,True,CODE_REVIEW_REQUIRED,Code/config differs; compare with current tested implementation before porting.
release/evidence/build-artifacts.json,2004,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/checksums.txt,240,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/commands.json,1999,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/external-blockers.json,1023,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/final-validation-report.md,1670,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-native-build-failure.md,989,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/01_splash.png,27883,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/02_login.png,40532,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/03_signup.png,54263,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/05_salary_home.png,66070,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/06_daily_budget.png,61016,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/07_plan_setting.png,61463,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/08_notifications.png,80359,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/09_level_hub.png,59357,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/10_level_reading.png,73738,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/11_level_news.png,74070,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/12_level_english.png,77456,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/13_level_health.png,74456,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/14_community.png,99251,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/15_community_write.png,29599,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/16_profile.png,68604,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/17_profile_level.png,54492,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/capture-summary.json,3423,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/evidence/mobile-ui/design-implementation-checklist.md,6565,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/screenshots/01_home_salary.png,66070,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/screenshots/02_daily_budget.png,61016,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/screenshots/03_plan_setting.png,61463,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/screenshots/04_notifications.png,80359,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/screenshots/05_level_up.png,59357,True,EVIDENCE_ARCHIVE_REVIEW,Release evidence/screenshot differs; do not overwrite current evidence without freshness check.
release/security-audit-evidence.json,987,True,REVIEW_REQUIRED,Different file requires manual classification.
scripts/release/capture-mobile-clean-fintech-screenshots.mjs,32740,True,CODE_REVIEW_REQUIRED,Code/config differs; compare with current tested implementation before porting.
scripts/release/check-release-readiness.mjs,117974,True,CODE_REVIEW_REQUIRED,Code/config differs; compare with current tested implementation before porting.
scripts/release/check-release-readiness.test.mjs,80077,True,CODE_REVIEW_REQUIRED,Code/config differs; compare with current tested implementation before porting.
services/api/src/repositories/growth.repository.ts,29265,True,CODE_REVIEW_REQUIRED,Code/config differs; compare with current tested implementation before porting.
services/api/tests/growth-db-repository.test.ts,11779,True,CODE_REVIEW_REQUIRED,Code/config differs; compare with current tested implementation before porting.
