REFERENCE_ID,SCREEN_GROUP,STATE_TYPE,SOURCE_PATH,SOURCE_HASH,PRODUCTION_ROUTE,COMPONENT,CURRENT_STATUS,RELATED_REQ_IDS
BS-011-V001,BS-011,multi_state_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
BS-012-V001,BS-012,bottom_sheet,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-001-V001,MOD-001,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-001-V002,MOD-001,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-001-V003,MOD-001,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-001-V004,MOD-001,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-002-V001,MOD-002,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
MOD-002-V002,MOD-002,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
MOD-002-V003,MOD-002,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
MOD-002-V004,MOD-002,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-003-V001,MOD-003,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-003-V002,MOD-003,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-004-V001,MOD-004,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-004-V002,MOD-004,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-005-V001,MOD-005,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-005-V002,MOD-005,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-005-V003,MOD-005,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-005-V004,MOD-005,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-005-V005,MOD-005,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-005-V006,MOD-005,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-005-V007,MOD-005,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-005-V008,MOD-005,multi_state_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-006-V001,MOD-006,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-006-V002,MOD-006,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-006-V003,MOD-006,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-006-V004,MOD-006,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-006-V005,MOD-006,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-007-V001,MOD-007,multi_state_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-008-V001,MOD-008,multi_state_board,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-008-V002,MOD-008,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-009-V001,MOD-009,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
MOD-010-V001,MOD-010,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,overlay,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-001-V001,SCR-001,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/splash,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-001-V002,SCR-001,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/splash,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-001-V003,SCR-001,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/splash,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-001-V004,SCR-001,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/splash,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-001-V005,SCR-001,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/splash,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-001-V006,SCR-001,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/splash,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-001-V007,SCR-001,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/splash,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-001-V008,SCR-001,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/splash,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-002-V001,SCR-002,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/login,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-002-V002,SCR-002,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/login,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-002-V003,SCR-002,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/login,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-002-V004,SCR-002,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/login,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-002-V005,SCR-002,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/login,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-002-V006,SCR-002,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/login,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V001,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V002,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V003,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V004,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V005,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V006,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V007,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V008,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-003-V009,SCR-003,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/auth/signup,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V001,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V002,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V003,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V004,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V005,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V006,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V007,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V008,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-004-V009,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-004-V010,SCR-004,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/onboarding/payroll,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,SAV-001
SCR-005-V001,SCR-005,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/salary,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-005-V002,SCR-005,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/salary,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-005-V003,SCR-005,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/salary,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-005-V004,SCR-005,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/salary,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-005-V005,SCR-005,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/salary,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-005-V006,SCR-005,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/salary,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,HOME-001;PAY-001
SCR-006-V001,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V002,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V003,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V004,SCR-006,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V005,SCR-006,modal,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
SCR-006-V006,SCR-006,screen,docs/design/stitch/2026-07-16/stitch-screen-inventory.csv,C4D799B10C8ED8C6B4E7C0DFD87BB6A1BA76C9F1A3CC06796460F4AE06B7BCF4,/expenses/:expenseId?,UNVERIFIED_COMPONENT_MAPPING,UNVERIFIED,EXP-001
