REQ_ID,PRIORITY,GATE,ORIGIN,SOURCE_FAMILY,SOURCE_DOCUMENT,SOURCE_PATH,SOURCE_SECTION,SOURCE_HASH,CURRENT_REPOSITORY_HEAD,APPLICATION_RC_SOURCE_SHA,TARGET_SERVICE,API_ENDPOINT_OR_FAMILY,DB_TABLES,UI_ROUTE,TEST_GATE,CURRENT_STATUS,CODE_PATH,TEST_PATH,RUNTIME_EVIDENCE,BLOCKER,NEXT_ACTION,LEGACY_305_MAPPING
PAY-007,P0,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.2 급여,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,db,mobile",/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_PAY,PARTIAL,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
PAY-008,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.2 급여,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,db,mobile",/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_PAY,PARTIAL,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
PAY-009,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.2 급여,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,db,mobile",/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_PAY,PARTIAL,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
PAY-010,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.2 급여,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,db,mobile",/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_PAY,PARTIAL,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
PAY-011,P0,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.2 급여,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,db,mobile",/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_PAY,PARTIAL,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
PAY-012,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.2 급여,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,db,mobile",/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_PAY,PARTIAL,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
HOME-001,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.3  급여 홈,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,mobile",/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_HOME,PARTIAL,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
HOME-002,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.3  급여 홈,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,mobile",/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_HOME,PARTIAL,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
HOME-003,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.3  급여 홈,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,mobile",/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_HOME,PARTIAL,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
HOME-004,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.3  급여 홈,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,mobile",/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_HOME,PARTIAL,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
HOME-005,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.3  급여 홈,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,mobile",/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_HOME,PARTIAL,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
HOME-006,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.3  급여 홈,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,mobile",/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",apps/mobile/app/(tabs)/salary/index.tsx,PHASE_VALIDATION_HOME,PARTIAL,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
BUD-001,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.4 계획·일일예산,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,db,mobile",/api/v1/daily-budgets/*,daily_budgets,apps/mobile/app/(tabs)/plan/index.tsx,PHASE_VALIDATION_BUD,PARTIAL,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
BUD-002,P1,LAUNCH_MANDATORY,FUNCTION_SPEC_V2,FUNCTION_SPEC_V2,????_???_??_??_???_v2.0_???.pdf,C:\Users\PC\Downloads\????_???_??_??_???_v2.0_???.pdf,6.4 계획·일일예산,F00630BD45D5CD19B3D6EC57BC1F0F8B407548D3086F4DA76CF55BDDF994A1F4,5871dd6b960c4aedfff3a4e86568a2cfe8f1437a,80cc5cdfb0758478791b19196e2812e7fa6d671f,"api,db,mobile",/api/v1/daily-budgets/*,daily_budgets,apps/mobile/app/(tabs)/plan/index.tsx,PHASE_VALIDATION_BUD,PARTIAL,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,scripts/audit/validate-phase-0-baseline.mjs; services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts; scripts/audit/validate-phase-4-financial-core.mjs; scripts/e2e/financial-staging-core.mjs,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.","Financial direct-ID matrix, broad idempotency/concurrency runtime, payroll finalization/cumulative runtime remain pending.","Run full financial direct-ID matrix, broad concurrency/idempotency harness, and finalization/cumulative lifecycle before PASS.",NO_DIRECT_LEGACY_ROW
