SOURCE_ID,SOURCE_FAMILY,FILE_NAME,PATH,VERSION,SHA256,AUTHORITY_RANK,STATUS,NOTES
SRC-034,CODEX_DOCS,100_ITERATION_090_MOBILE_AUTH_CONFLICT_PORT_REVIEW.md,docs/codex/100-completion/100_ITERATION_090_MOBILE_AUTH_CONFLICT_PORT_REVIEW.md,repo-current,F818AAF75DECE0BF9B9FC98BE106DEFFF3A7D561D8A7BDD994C4729D6D252141,3,PRESENT,Repository source registry entry
SRC-035,CODEX_DOCS,101_ITERATION_091_MOBILE_ROUTER_TABS_CAPTURE_CONFLICT_PORT_REVIEW.md,docs/codex/100-completion/101_ITERATION_091_MOBILE_ROUTER_TABS_CAPTURE_CONFLICT_PORT_REVIEW.md,repo-current,A5D06A0DD400D3F6D1611308DCC30622A7F9AC9B18BA7763A7E4EE302C2F22AA,3,PRESENT,Repository source registry entry
SRC-036,CODEX_DOCS,102_ITERATION_092_MOBILE_LEVEL_CONFLICT_PORT_REVIEW.md,docs/codex/100-completion/102_ITERATION_092_MOBILE_LEVEL_CONFLICT_PORT_REVIEW.md,repo-current,C73FF7D7B644183E3737317EBD5C9D5527F581471BE8D2D9CCE83838649FA0B2,3,PRESENT,Repository source registry entry
SRC-037,CODEX_DOCS,103_ITERATION_093_MOBILE_COMMUNITY_CONFLICT_PORT_REVIEW.md,docs/codex/100-completion/103_ITERATION_093_MOBILE_COMMUNITY_CONFLICT_PORT_REVIEW.md,repo-current,316133A5481049CA6ED5A7133F5608312553F40B531457FC8E4556F2D49B4A52,3,PRESENT,Repository source registry entry
SRC-038,CODEX_DOCS,104_ITERATION_094_LATEST_SOURCE_ARM64_APK_REFRESH.md,docs/codex/100-completion/104_ITERATION_094_LATEST_SOURCE_ARM64_APK_REFRESH.md,repo-current,C43968E1CE8CB5C8053C99F0FFC634CF604B1632BDD4F8BD74BABD29CD627472,3,PRESENT,Repository source registry entry
SRC-039,CODEX_DOCS,105_ITERATION_095_CLEAN_SOURCE_AND_PHONE_BLOCKER_RECHECK.md,docs/codex/100-completion/105_ITERATION_095_CLEAN_SOURCE_AND_PHONE_BLOCKER_RECHECK.md,repo-current,008A385CC8E5F1EA409F3C1F7F15791F41C5158B08DDF7328EDAF8F082FC40A1,3,PRESENT,Repository source registry entry
SRC-040,CODEX_DOCS,106_ITERATION_096_HOME_PLAN_REGRESSION_RECHECK.md,docs/codex/100-completion/106_ITERATION_096_HOME_PLAN_REGRESSION_RECHECK.md,repo-current,2E39449C553925448A9FB375C1F0F26BA4158D143C10FE0EDD023F41834EC949,3,PRESENT,Repository source registry entry
SRC-041,CODEX_DOCS,107_ITERATION_097_STORAGE_AND_ARCHIVE_CLEANUP.md,docs/codex/100-completion/107_ITERATION_097_STORAGE_AND_ARCHIVE_CLEANUP.md,repo-current,93335373CACB4849FB6AB7B8174C5B04561C3E2240AAACFC897AF01F5EBCF15B,3,PRESENT,Repository source registry entry
SRC-042,CODEX_DOCS,108_ITERATION_098_KEYBOARD_INSET_CONTRACT.md,docs/codex/100-completion/108_ITERATION_098_KEYBOARD_INSET_CONTRACT.md,repo-current,F344140849D8F94F75107AE0FD4632D122333C9189D5D840098F169F21A32AE8,3,PRESENT,Repository source registry entry
SRC-043,CODEX_DOCS,109_ITERATION_099_PREVIEW_APK_HEAD_GATE.md,docs/codex/100-completion/109_ITERATION_099_PREVIEW_APK_HEAD_GATE.md,repo-current,3051E6B7F78ABBC936392FE7E62343463E89E8B6FE35757F22D800B8E6E4C367,3,PRESENT,Repository source registry entry
SRC-044,CODEX_DOCS,10_MERGE_CONFLICT_CLASSIFICATION.csv,docs/codex/100-completion/10_MERGE_CONFLICT_CLASSIFICATION.csv,repo-current,AD7F57502C76B04FBC7FCE20C5D3AA38B4C7F918E05F44FEAF4A6B73FCECBA00,3,PRESENT,Repository source registry entry
SRC-045,CODEX_DOCS,10_MERGE_CONFLICT_CLASSIFICATION.md,docs/codex/100-completion/10_MERGE_CONFLICT_CLASSIFICATION.md,repo-current,D22DD2F3B5097EC430C1BE1B84F8106CC41FD38ACB008154F89FD34A8851AFB8,3,PRESENT,Repository source registry entry
SRC-046,CODEX_DOCS,110_ITERATION_100_CURRENT_HEAD_APK_REFRESH.md,docs/codex/100-completion/110_ITERATION_100_CURRENT_HEAD_APK_REFRESH.md,repo-current,B45CF87382955AF44A19E3DAE4823B8019EC5A0642D7F247C57EB8FEAB54F48D,3,PRESENT,Repository source registry entry
SRC-047,CODEX_DOCS,111_ITERATION_102_STORAGE_RECLAMATION.md,docs/codex/100-completion/111_ITERATION_102_STORAGE_RECLAMATION.md,repo-current,A04223E0315650B2257CB7C2D5AD3D77FA3B77271C80ADA2BCD01E0D871B119E,3,PRESENT,Repository source registry entry
SRC-048,CODEX_DOCS,112_ITERATION_103_DATE_GATED_PLAN_REMINDERS.md,docs/codex/100-completion/112_ITERATION_103_DATE_GATED_PLAN_REMINDERS.md,repo-current,C5A08B833B44D074C85F72F33D4798A27C9FB99940F1DF3E1196E5370281C173,3,PRESENT,Repository source registry entry
SRC-049,CODEX_DOCS,113_ITERATION_104_DAILY_BUDGET_DATE_KEY.md,docs/codex/100-completion/113_ITERATION_104_DAILY_BUDGET_DATE_KEY.md,repo-current,A8ABA9459E0AA7B0A3925A41CF6C512AE196A85D04529C269AA21A9FDF0393B7,3,PRESENT,Repository source registry entry
SRC-050,CODEX_DOCS,114_ITERATION_105_REQUIREMENTS_TRACEABILITY_GENERATOR.md,docs/codex/100-completion/114_ITERATION_105_REQUIREMENTS_TRACEABILITY_GENERATOR.md,repo-current,14CAF3822F93A8D05DB0BFCAF1917CB31A7BCB3E02958646EB7FA12C1ADC5D8C,3,PRESENT,Repository source registry entry
SRC-051,CODEX_DOCS,115_ITERATION_106_DEVICE_TEST_MATRIX_GENERATOR.md,docs/codex/100-completion/115_ITERATION_106_DEVICE_TEST_MATRIX_GENERATOR.md,repo-current,1E0F38AAD3C2CA246138550D80CDBAA159FCCF483152CE8CC71CC4148A31CA44,3,PRESENT,Repository source registry entry
SRC-052,CODEX_DOCS,116_ITERATION_107_PHYSICAL_PHONE_QA_HANDOFF.md,docs/codex/100-completion/116_ITERATION_107_PHYSICAL_PHONE_QA_HANDOFF.md,repo-current,A2420B66A6CAE49C79A271A7AAED7D2F5E4DAFBCDC77C1A3E419D1AFA777B9DF,3,PRESENT,Repository source registry entry
SRC-053,CODEX_DOCS,117_ITERATION_108_DEVICE_MATRIX_PHONE_HANDOFF_LINK.md,docs/codex/100-completion/117_ITERATION_108_DEVICE_MATRIX_PHONE_HANDOFF_LINK.md,repo-current,A722DBDFD9ED9637E882ADE92FFB61A37183ECB87C9CA6DE88B202739D48C033,3,PRESENT,Repository source registry entry
SRC-054,CODEX_DOCS,118_ITERATION_109_PREVIEW_PERSISTENCE_FAILURE_GUARD.md,docs/codex/100-completion/118_ITERATION_109_PREVIEW_PERSISTENCE_FAILURE_GUARD.md,repo-current,02475678226249BBE83F8E37A2719CCA218431C5BC245419557C11E0B0780933,3,PRESENT,Repository source registry entry
SRC-055,CODEX_DOCS,119_ITERATION_110_STORAGE_CACHE_CLEANUP.md,docs/codex/100-completion/119_ITERATION_110_STORAGE_CACHE_CLEANUP.md,repo-current,86060B91B69BB1D8269927227945AD4AB75287FD87E190BB3146D2D926C17664,3,PRESENT,Repository source registry entry
SRC-056,CODEX_DOCS,11_MERGE_CONFLICT_PORT_DECISIONS.csv,docs/codex/100-completion/11_MERGE_CONFLICT_PORT_DECISIONS.csv,repo-current,E202C5C55201E3ABE879E12D4547B3D1A2AA769C6B093804C1139B7CEB05A0C4,3,PRESENT,Repository source registry entry
SRC-057,CODEX_DOCS,11_MERGE_CONFLICT_PORT_DECISIONS.md,docs/codex/100-completion/11_MERGE_CONFLICT_PORT_DECISIONS.md,repo-current,803130FE8965CA1C629B0F61A72903573C29D13614437F6B777AD9190A837148,3,PRESENT,Repository source registry entry
SRC-058,CODEX_DOCS,120_ITERATION_111_CURRENT_HEAD_APK_REFRESH.md,docs/codex/100-completion/120_ITERATION_111_CURRENT_HEAD_APK_REFRESH.md,repo-current,95810BF93C9A2D64C0B423AB522E43D221A9480DCDC9A3C9058C40E27D329D59,3,PRESENT,Repository source registry entry
SRC-059,CODEX_DOCS,121_ITERATION_112_STORAGE_DRIVE_AUDIT.md,docs/codex/100-completion/121_ITERATION_112_STORAGE_DRIVE_AUDIT.md,repo-current,F7CFFC847B92C500E2AF6AC138DA8B31455D3C8AB071667014DC40C03640FBDD,3,PRESENT,Repository source registry entry
SRC-060,CODEX_DOCS,122_ITERATION_113_VARIABLE_EXPENSE_DEDUPING.md,docs/codex/100-completion/122_ITERATION_113_VARIABLE_EXPENSE_DEDUPING.md,repo-current,EB9C2652A5315F41BA0A9BAE0B43B0E456F1E6C08A8C0297DE55B37497899D68,3,PRESENT,Repository source registry entry
SRC-061,CODEX_DOCS,123_ITERATION_114_APK_AND_DRIVE_GHOST_CLEANUP.md,docs/codex/100-completion/123_ITERATION_114_APK_AND_DRIVE_GHOST_CLEANUP.md,repo-current,C0367BC134FB6BFF1FEFBD078920051B2754DC8982184EEF2A19BB40BC8E49F3,3,PRESENT,Repository source registry entry
SRC-062,CODEX_DOCS,124_ITERATION_115_PLAN_FIXED_EXPENSE_DEDUPING.md,docs/codex/100-completion/124_ITERATION_115_PLAN_FIXED_EXPENSE_DEDUPING.md,repo-current,4020FE43F8332A3F0EDA2CA650E98D6CF7A83BB3C4AED224EB947DEA484F4379,3,PRESENT,Repository source registry entry
SRC-063,CODEX_DOCS,125_ITERATION_116_DAILY_LIVING_DEDUPING.md,docs/codex/100-completion/125_ITERATION_116_DAILY_LIVING_DEDUPING.md,repo-current,8DEFBCC940C1C0ECC3844159D40F5D029C10B558796FA3B087205D3C4339E328,3,PRESENT,Repository source registry entry
SRC-064,CODEX_DOCS,126_ITERATION_118_CURRENT_HEAD_APK_EVIDENCE_REFRESH.md,docs/codex/100-completion/126_ITERATION_118_CURRENT_HEAD_APK_EVIDENCE_REFRESH.md,repo-current,BD77F9B7BB229D01399FE3DA93EFEA237DC4CA5F5BE2BA8B3D7BFC604B5E660C,3,PRESENT,Repository source registry entry
SRC-065,CODEX_DOCS,127_ITERATION_119_PRODUCTION_ROUTE_SCREEN_ENTRYPOINTS.md,docs/codex/100-completion/127_ITERATION_119_PRODUCTION_ROUTE_SCREEN_ENTRYPOINTS.md,repo-current,7E055273F17676B671CED4BEFD0D0CB2710668E8EBD02B23753D5A1EC665FCFF,3,PRESENT,Repository source registry entry
SRC-066,CODEX_DOCS,128_ITERATION_120_CURRENT_HEAD_PHONE_APK_REFRESH.md,docs/codex/100-completion/128_ITERATION_120_CURRENT_HEAD_PHONE_APK_REFRESH.md,repo-current,4687F9D87D4828133BC6B0CE032E4254BC6821FDCB0FA54DE8C0128D7BDDEC21,3,PRESENT,Repository source registry entry
SRC-067,CODEX_DOCS,129_ITERATION_121_PRODUCT_SCREEN_COMPONENT_NAMES.md,docs/codex/100-completion/129_ITERATION_121_PRODUCT_SCREEN_COMPONENT_NAMES.md,repo-current,7A0B24BD92AC6858B65B8E5015A04E76B212664E533BA9A812FC860701DD0328,3,PRESENT,Repository source registry entry
SRC-068,CODEX_DOCS,12_ITERATION_002_STATUS.md,docs/codex/100-completion/12_ITERATION_002_STATUS.md,repo-current,D812CF80789C8D5F4F31DC01AE50791C188265C72FDB1E4BA320291B309F36D6,3,PRESENT,Repository source registry entry
SRC-069,CODEX_DOCS,130_ITERATION_122_PRODUCT_SCREEN_NAMES_APK_REFRESH.md,docs/codex/100-completion/130_ITERATION_122_PRODUCT_SCREEN_NAMES_APK_REFRESH.md,repo-current,95263A38A52DB9B4333FF0FC7678DB67277433E17FD640790FB69629CF3B8D99,3,PRESENT,Repository source registry entry
SRC-070,CODEX_DOCS,131_ITERATION_123_PAYROLL_REMINDER_STATE_BOUNDARY.md,docs/codex/100-completion/131_ITERATION_123_PAYROLL_REMINDER_STATE_BOUNDARY.md,repo-current,582F6BB9FD23A8CFF746197CBEF2576FEC32B18C80B25AE3692497E5114FB470,3,PRESENT,Repository source registry entry
SRC-071,CODEX_DOCS,132_ITERATION_124_ANDROID_BUILD_TIMEOUT_GUARD.md,docs/codex/100-completion/132_ITERATION_124_ANDROID_BUILD_TIMEOUT_GUARD.md,repo-current,726452714B5E1249A1647BDF6CA699412FD733F81A4FC425358507FFD8339C5B,3,PRESENT,Repository source registry entry
SRC-072,CODEX_DOCS,133_ITERATION_125_CURRENT_HEAD_PHONE_APK_REFRESH.md,docs/codex/100-completion/133_ITERATION_125_CURRENT_HEAD_PHONE_APK_REFRESH.md,repo-current,A9A2088836FF211377D9EE54DE2022112028D193521D5EC12071EAB07D88BC87,3,PRESENT,Repository source registry entry
SRC-073,CODEX_DOCS,134_ITERATION_126_SALARY_PLAN_DISPLAY_NAME_BOUNDARY.md,docs/codex/100-completion/134_ITERATION_126_SALARY_PLAN_DISPLAY_NAME_BOUNDARY.md,repo-current,E3E57168F8CBDC8719AF1E1CEAC9396E5D9E5A5DA7E282AEBD50E386A6378EE1,3,PRESENT,Repository source registry entry
SRC-074,CODEX_DOCS,135_ITERATION_127_DISPLAY_NAME_APK_REFRESH.md,docs/codex/100-completion/135_ITERATION_127_DISPLAY_NAME_APK_REFRESH.md,repo-current,476C1E1266A8D53BA8058527EB00E9B0C0B172108DF108557CA60BBDA9A99DBB,3,PRESENT,Repository source registry entry
SRC-075,CODEX_DOCS,136_ITERATION_128_PROFILE_COMMUNITY_DEMO_NAME_CLEANUP.md,docs/codex/100-completion/136_ITERATION_128_PROFILE_COMMUNITY_DEMO_NAME_CLEANUP.md,repo-current,0C1077093E48208B45710CBBB20262D29B0C30FC5EBE92FD751DED0121759411,3,PRESENT,Repository source registry entry
SRC-076,CODEX_DOCS,137_ITERATION_129_PROFILE_COMMUNITY_APK_REFRESH.md,docs/codex/100-completion/137_ITERATION_129_PROFILE_COMMUNITY_APK_REFRESH.md,repo-current,A4767BCEB99A8E36D19F91C646EC375131EC8770224894F6D3740C59045849B4,3,PRESENT,Repository source registry entry
SRC-077,CODEX_DOCS,138_ITERATION_130_PROFILE_EMPTY_STATS_BOUNDARY.md,docs/codex/100-completion/138_ITERATION_130_PROFILE_EMPTY_STATS_BOUNDARY.md,repo-current,53ACA728575BC3B6E5D31256B0960A65D81D792FA7E3892AD77277B9E18B6429,3,PRESENT,Repository source registry entry
SRC-078,CODEX_DOCS,139_ITERATION_131_PROFILE_EMPTY_STATS_APK_REFRESH.md,docs/codex/100-completion/139_ITERATION_131_PROFILE_EMPTY_STATS_APK_REFRESH.md,repo-current,6EC82565CBF9B9DCA94F412C4EEB6A08D1DE221A5C59B18E8F2D9D4CF6327A33,3,PRESENT,Repository source registry entry
SRC-079,CODEX_DOCS,13_ITERATION_003_STATUS.md,docs/codex/100-completion/13_ITERATION_003_STATUS.md,repo-current,4DC9ED297A9360E1B8AC1C0880F9D6693C7561BDE32E90EC7CF95BF91481CFE6,3,PRESENT,Repository source registry entry
SRC-080,CODEX_DOCS,140_ITERATION_132_SALARY_HOME_FINANCIAL_SUMMARY_BOUNDARY.md,docs/codex/100-completion/140_ITERATION_132_SALARY_HOME_FINANCIAL_SUMMARY_BOUNDARY.md,repo-current,767572F15F8FF4A10249CFD8109A5C4C51BD858E04AC2630CBD3A4510C51B655,3,PRESENT,Repository source registry entry
SRC-081,CODEX_DOCS,141_ITERATION_133_SALARY_FINANCIAL_SUMMARY_APK_REFRESH.md,docs/codex/100-completion/141_ITERATION_133_SALARY_FINANCIAL_SUMMARY_APK_REFRESH.md,repo-current,8374E4AC2F524219C1E1D4E2F820A316200FC89A43B16785E8F79EAFAAF8FE63,3,PRESENT,Repository source registry entry
SRC-082,CODEX_DOCS,142_ITERATION_134_PLAN_NOTIFICATION_RUNTIME_SAMPLE_AMOUNT_CLEANUP.md,docs/codex/100-completion/142_ITERATION_134_PLAN_NOTIFICATION_RUNTIME_SAMPLE_AMOUNT_CLEANUP.md,repo-current,BC4104DA6904033D64D1ED2358125AECF27117165B5178C30D5EB63DA3D46222,3,PRESENT,Repository source registry entry
SRC-083,CODEX_DOCS,143_ITERATION_135_PLAN_NOTIFICATION_CLEANUP_APK_REFRESH.md,docs/codex/100-completion/143_ITERATION_135_PLAN_NOTIFICATION_CLEANUP_APK_REFRESH.md,repo-current,C0EDDFD02E612CC59F53BD0979FF8FD6F81BEEC485A43AC4400643CB326068C5,3,PRESENT,Repository source registry entry
SRC-084,CODEX_DOCS,144_ITERATION_136_PROFILE_SERVER_SUMMARY_SCREEN.md,docs/codex/100-completion/144_ITERATION_136_PROFILE_SERVER_SUMMARY_SCREEN.md,repo-current,89E549DEE636C64E064A281264C609AD3FA938D4DFD20950AE6B6935B03932FF,3,PRESENT,Repository source registry entry
SRC-085,CODEX_DOCS,145_ITERATION_136_PROFILE_SERVER_SUMMARY_APK_REFRESH.md,docs/codex/100-completion/145_ITERATION_136_PROFILE_SERVER_SUMMARY_APK_REFRESH.md,repo-current,00D3771A4742D48BEB7E76CACDFAB6C254DC590D9ADEC0633457F3BB9B6F5151,3,PRESENT,Repository source registry entry
SRC-086,CODEX_DOCS,146_ITERATION_137_NATIVE_CAPTURE_ROUTE_GUARD.md,docs/codex/100-completion/146_ITERATION_137_NATIVE_CAPTURE_ROUTE_GUARD.md,repo-current,3ED8FD0EA28EE9C8687914EE4771C3AD69C4F93D4822CEF372A5E9D4F35D68F7,3,PRESENT,Repository source registry entry
SRC-087,CODEX_DOCS,147_ITERATION_138_ROOT_CAPTURE_WEB_GUARD.md,docs/codex/100-completion/147_ITERATION_138_ROOT_CAPTURE_WEB_GUARD.md,repo-current,95C6B73603554F8EDE178F92672C0E7CC2D4F195ECA2516234481708A17310BE,3,PRESENT,Repository source registry entry
SRC-088,CODEX_DOCS,148_ITERATION_139_PHYSICAL_PHONE_QA_HANDOFF_REFRESH.md,docs/codex/100-completion/148_ITERATION_139_PHYSICAL_PHONE_QA_HANDOFF_REFRESH.md,repo-current,CDBA928B26DDC6DF2FE58F52D65F34899196AAC4DC1FE808D43BCEECA4941EA2,3,PRESENT,Repository source registry entry
SRC-089,CODEX_DOCS,149_ITERATION_140_FINAL_REPORT_APK_SYNC.md,docs/codex/100-completion/149_ITERATION_140_FINAL_REPORT_APK_SYNC.md,repo-current,5C6C8832144B52EB803821684405933BE99323A27D87E495D08F71B5F7664C65,3,PRESENT,Repository source registry entry
SRC-090,CODEX_DOCS,14_ITERATION_004_STATUS.md,docs/codex/100-completion/14_ITERATION_004_STATUS.md,repo-current,138C3CD4217E778072769C730D013C34C3B1822C961B6842111299DD42B28320,3,PRESENT,Repository source registry entry
SRC-091,CODEX_DOCS,150_ITERATION_141_FINAL_REPORT_STALE_APK_READINESS_GUARD.md,docs/codex/100-completion/150_ITERATION_141_FINAL_REPORT_STALE_APK_READINESS_GUARD.md,repo-current,FBEF8DF404728BAFE996E0411773BE52E946D1B2A3E6DC93755465A6EF137473,3,PRESENT,Repository source registry entry
